"titulo" "P.ISSN" "E.ISSN" "qIF"
"17113" "Environmental Fluid Mechanics" "15677419" "15731510" 65
"17114" "Geotechnical and Geological Engineering" "09603182" "15731529" 88
"17115" "International Environmental Agreements: Politics, Law and Economics" "15679764" "15731553" 92
"17116" "Journal of Chemical Ecology" "00980331" "15731561" 80
"17117" "Journal of Seismology" "13834649" "1573157X" 51
"17118" "Mitigation and Adaptation Strategies for Global Change" "13812386" "15731596" 87
"17119" "Precision Agriculture" "13852256" "15731618" 92
"17120" "Studia Geophysica et Geodaetica" "00393169" "15731626" 51
"17121" "Transport in Porous Media" "01693913" "15731634" 75
"17122" "Water Resources Management" "09204741" "15731650" 87
"17123" "Advances in Health Sciences Education" "13824996" "15731677" 90
"17124" "Higher Education" "00181560" "1573174X" 95
"17125" "International Journal for Educational and Vocational Guidance" "02512513" "15731782" 97
"17126" "International Journal of Technology and Design Education" "09577572" "15731804" 84
"17127" "Learning Environments Research" "13871579" "15731855" 85
"17128" "Language Policy" "15684555" "15731863" 93
"17129" "Minerva" "00264695" "15731871" 88
"17130" "Research in Higher Education" "03610365" "1573188X" 93
"17131" "Science and Education" "09267220" "15731901" 73
"17132" "Social Psychology of Education" "13812890" "15731928" 86
"17133" "Analog Integrated Circuits and Signal Processing" "09251030" "15731979" 37
"17134" "Flow, Turbulence and Combustion" "13866184" "15731987" 78
"17135" "Digestive Diseases and Sciences" "01632116" "15732568" 68
"17136" "Journal of Clinical Immunology" "02719142" "15732592" 68
"17137" "Reviews in Endocrine and Metabolic Disorders" "13899155" "15732606" 94
"17138" "Journal of Clinical Monitoring and Computing" "13871307" "15732614" 75
"17139" "Documenta Ophthalmologica" "00124486" "15732622" 82
"17140" "International Ophthalmology" "01655701" "15732630" 49
"17141" "Quality of Life Research" "09629343" "15732649" 82
"17142" "Journal of Muscle Research and Cell Motility" "01424319" "15732657" 55
"17143" "Journal of Inherited Metabolic Disease" "01418955" "15732665" 78
"17144" "International Journal of Fracture" "03769429" "15732673" 92
"17145" "Journal of Elasticity" "03743535" "15732681" 74
"17146" "Journal of Engineering Mathematics" "00220833" "15732703" 80
"17147" "Tribology Letters" "10238883" "15732711" 76
"17148" "Multibody System Dynamics" "13845640" "1573272X" 87
"17149" "Sex Roles" "03600025" "15732762" 94
"17150" "American Journal of Community Psychology" "00910562" "15732770" 86
"17151" "Community Mental Health Journal" "00103853" "15732789" 69
"17152" "Child and Adolescent Social Work Journal" "07380151" "15732797" 82
"17153" "Archives of Sexual Behavior" "00040002" "15732800" 90
"17154" "Cognitive Therapy and Research" "01475916" "15732819" 82
"17155" "Journal of Child and Family Studies" "10621024" "15732843" 70
"17156" "Journal of Family Violence" "08857482" "15732851" 86
"17157" "Sexual Abuse: Journal of Research and Treatment" "10790632" "1573286X" 90
"17158" "Journal of Optimization Theory and Applications" "00223239" "15732878" 75
"17159" "Journal of Combinatorial Optimization" "13826905" "15732886" 73
"17160" "Computational Optimization and Applications" "09266003" "15732894" 76
"17161" "Fuzzy Optimization and Decision Making" "15684539" "15732908" 98
"17162" "Journal of Global Optimization" "09255001" "15732916" 75
"17163" "Water, Air, and Soil Pollution" "00496979" "15732932" 69
"17164" "Environmental Monitoring and Assessment" "01676369" "15732959" 78
"17165" "Environmental Modeling and Assessment" "14202026" "15732967" 57
"17166" "Environment, Development and Sustainability" "1387585X" "15732975" 79
"17167" "Environmental Geochemistry and Health" "02694042" "15732983" 85
"17168" "Environmental and Ecological Statistics" "13528505" "15733009" 41
"17169" "Ecotoxicology" "09639292" "15733017" 74
"17170" "International Journal for the Advancement of Counselling" "01650653" "15733246" 50
"17171" "AIDS and Behavior" "10907165" "15733254" 88
"17172" "American Journal of Dance Therapy" "01463721" "15733262" 27
"17173" "Applied Psychophysiology Biofeedback" "10900586" "15733270" 50
"17174" "Administration and Policy in Mental Health and Mental Health Services Research" "0894587X" "15733289" 95
"17175" "Behavior Genetics" "00018244" "15733297" 74
"17176" "Child and Youth Care Forum" "10531890" "15733319" 75
"17177" "Child Psychiatry and Human Development" "0009398X" "15733327" 87
"17178" "Contemporary Family Therapy" "08922764" "15733335" 90
"17179" "Clinical Social Work Journal" "00911674" "15733343" 50
"17180" "Educational Psychology Review" "1040726X" "1573336X" 99
"17181" "Health Care Analysis" "10653058" "15733394" 56
"17182" "International Journal of Politics, Culture and Society" "08914486" "15733416" 57
"17183" "Journal of Adult Development" "10680667" "15733440" 38
"17184" "Journal of Family and Economic Issues" "10580476" "15733475" 52
"17185" "Journal of Psychopathology and Behavioral Assessment" "08822689" "15733505" 80
"17186" "Journal of Behavioral Medicine" "01607715" "15733521" 84
"17187" "Journal of Business and Psychology" "08893268" "1573353X" 92
"17188" "Journal of Career Development" "08948453" "15733548" 79
"17189" "Journal of Contemporary Psychotherapy" "00220116" "15733564" 64
"17190" "Journal of Clinical Psychology in Medical Settings" "10689583" "15733572" 62
"17191" "Journal of Developmental and Physical Disabilities" "1056263X" "15733580" 51
"17192" "Journal of Genetic Counseling" "10597700" "15733599" 47
"17193" "Journal of Gambling Studies" "10505350" "15733602" 91
"17194" "Journal of Community Health" "00945145" "15733610" 73
"17195" "Journal of Nonverbal Behavior" "01915886" "15733653" 69
"17196" "Journal of Occupational Rehabilitation" "10530487" "15733688" 96
"17197" "Early Science and Medicine" "13837427" "15733823" 68
"17198" "Metabolomics" "15733882" "15733890" 79
"17199" "International Journal of Peptide Research and Therapeutics" "15733149" "15733904" 28
"17200" "Asian Medicine" "1573420X" "15734218" 18
"17201" "Journal of Materials Science" "00222461" "15734803" 87
"17202" "Journal of Materials Science: Materials in Electronics" "09574522" "1573482X" 70
"17203" "Journal of Materials Science: Materials in Medicine" "09574530" "15734838" 66
"17204" "Journal of Sol-Gel Science and Technology" "09280707" "15734846" 68
"17205" "Journal of Porous Materials" "13802224" "15734854" 67
"17206" "Journal of Nondestructive Evaluation" "01959298" "15734862" 77
"17207" "Oxidation of Metals" "0030770X" "15734889" 79
"17208" "Applied Composite Materials" "0929189X" "15734897" 58
"17209" "Molecular and Cellular Biochemistry" "03008177" "15734919" 67
"17210" "Biochemical Genetics" "00062928" "15734927" 60
"17211" "Bioscience Reports" "01448463" "15734935" 77
"17212" "Journal of Computer-Aided Molecular Design" "0920654X" "15734951" 75
"17213" "Molecular Biology Reports" "03014851" "15734978" 44
"17214" "Glycoconjugate Journal" "02820080" "15734986" 61
"17215" "Journal of Fluorescence" "10530509" "15734994" 89
"17216" "Journal of Biomolecular NMR" "09252738" "15735001" 67
"17217" "Molecular Diversity" "13811991" "1573501X" 65
"17218" "Plant Molecular Biology" "01674412" "15735028" 92
"17219" "Plant and Soil" "0032079X" "15735036" 89
"17220" "Plant Cell, Tissue and Organ Culture" "01676857" "15735044" 91
"17221" "Plant Ecology" "13850237" "15735052" 74
"17222" "Euphytica" "00142336" "15735060" 78
"17223" "Photosynthesis Research" "01668595" "15735079" 85
"17224" "Plant Growth Regulation" "01676903" "15735087" 86
"17225" "New Forests" "01694286" "15735095" 88
"17226" "Genetic Resources and Crop Evolution" "09259864" "15735109" 66
"17227" "Aquatic Ecology" "13862588" "15735125" 79
"17228" "Environmental Biology of Fishes" "03781909" "15735133" 56
"17229" "Biogeochemistry" "01682563" "1573515X" 90
"17230" "Fish Physiology and Biochemistry" "09201742" "15735168" 63
"17231" "Journal of Applied Phycology" "09218971" "15735176" 85
"17232" "Reviews in Fish Biology and Fisheries" "09603166" "15735184" 91
"17233" "Systematic Parasitology" "01655752" "15735192" 30
"17234" "Multidiscipline Modeling in Materials and Structures" "15736105" "15736113" 38
"17235" "Journal of Primary Prevention" "0278095X" "15736547" 62
"17236" "Journal of Psycholinguistic Research" "00906905" "15736555" 74
"17237" "Journal of Rational - Emotive and Cognitive - Behavior Therapy" "08949085" "15736563" 50
"17238" "Journal of Religion and Health" "00224197" "15736571" 98
"17239" "Journal of Traumatic Stress" "08949867" "15736598" 86
"17240" "Journal of Youth and Adolescence" "00472891" "15736601" 96
"17241" "Law and Human Behavior" "01477307" "1573661X" 96
"17242" "Maternal and Child Health Journal" "10927875" "15736628" 79
"17243" "Motivation and Emotion" "01467239" "15736644" 80
"17244" "Neuropsychology Review" "10407308" "15736660" 95
"17245" "Political Behavior" "01909320" "15736687" 93
"17246" "Prevention Science" "13894986" "15736695" 88
"17247" "Psychiatric Quarterly" "00332720" "15736709" 53
"17248" "Sexuality and Disability" "01461044" "15736717" 48
"17249" "Social Justice Research" "08857466" "15736725" 88
"17250" "American Journal of Psychoanalysis" "00029548" "15736741" 26
"17251" "Apoptosis : an international journal on programmed cell death" "13608185" "1573675X" 90
"17252" "Biogerontology" "13895729" "15736768" 95
"17253" "Biotechnology Letters" "01415492" "15736776" 61
"17254" "Brain Topography" "08960267" "15736792" 85
"17255" "Cell and Tissue Banking" "13899333" "15736814" 51
"17256" "Cell Biology and Toxicology" "07422091" "15736822" 89
"17257" "Cellular and Molecular Neurobiology" "02724340" "15736830" 62
"17258" "Chromosome Research" "09673849" "15736849" 51
"17259" "Genetica" "00166707" "15736857" 71
"17260" "Journal of Computational Neuroscience" "09295313" "15736873" 34
"17261" "Journal of Bioenergetics and Biomembranes" "0145479X" "15736881" 48
"17262" "Journal of Medical Systems" "01485598" "1573689X" 81
"17263" "Neurochemical Research" "03643190" "15736903" 62
"17264" "Empirica" "03408744" "15736911" 55
"17265" "Experimental Economics" "13864157" "15736938" 90
"17266" "International Tax and Public Finance" "09275940" "15736970" 57
"17267" "Journal of Bioeconomics" "13876996" "15736989" 58
"17268" "Journal of Economic Growth" "13814338" "15737020" 98
"17269" "Journal of Mammary Gland Biology and Neoplasia" "10833021" "15737039" 65
"17270" "Journal of Mammalian Evolution" "10647554" "15737055" 68
"17271" "Open Economies Review" "09237992" "1573708X" 59
"17272" "Public Organization Review" "15667170" "15737098" 74
"17273" "Public Choice" "00485829" "15737101" 67
"17274" "Review of Austrian Economics" "08893047" "15737128" 51
"17275" "Review of Accounting Studies" "13806653" "15737136" 89
"17276" "Review of Economics of the Household" "15695239" "15737152" 67
"17277" "Review of Industrial Organization" "0889938X" "15737160" 41
"17278" "Review of Quantitative Finance and Accounting" "0924865X" "15737179" 72
"17279" "Theory and Decision" "00405833" "15737187" 63
"17280" "Angiogenesis" "09696970" "15737209" 96
"17281" "Breast Cancer Research and Treatment" "01676806" "15737217" 74
"17282" "Cancer Causes and Control" "09575243" "15737225" 56
"17283" "Cancer and Metastasis Reviews" "01677659" "15737233" 91
"17284" "Cardiovascular Drugs and Therapy" "09203206" "15737241" 86
"17285" "European Journal of Epidemiology" "03932990" "15737284" 92
"17286" "Heart Failure Reviews" "13824147" "15737322" 93
"17287" "Journal of Assisted Reproduction and Genetics" "10580468" "15737330" 85
"17288" "Journal of Low Temperature Physics" "00222291" "15737357" 48
"17289" "Metabolic Brain Disease" "08857490" "15737365" 68
"17290" "Journal of Neuro-Oncology" "0167594X" "15737373" 77
"17291" "Pituitary" "1386341X" "15737403" 73
"17292" "Journal of Thrombosis and Thrombolysis" "09295305" "1573742X" 79
"17293" "Tropical Animal Health and Production" "00494747" "15737438" 63
"17294" "Autonomous Agents and Multi-Agent Systems" "13872532" "15737454" 65
"17295" "Artificial Intelligence Review" "02692821" "15737462" 99
"17296" "Annals of Mathematics and Artificial Intelligence" "10122443" "15737470" 62
"17297" "Applied Intelligence" "0924669X" "15737497" 75
"17298" "Explorations in Economic History" "00144983" "15737500" 97
"17299" "Autonomous Robots" "09295593" "15737527" 82
"17300" "Automated Software Engineering" "09288910" "15737535" 67
"17301" "Computer Supported Cooperative Work" "09259724" "15737551" 84
"17302" "Data Mining and Knowledge Discovery" "13845810" "1573756X" 87
"17303" "Distributed and Parallel Databases" "09268782" "15737578" 61
"17304" "Designs, Codes, and Cryptography" "09251022" "15737586" 64
"17305" "Discrete Event Dynamic Systems: Theory and Applications" "09246703" "15737594" 67
"17306" "Empirical Software Engineering" "13823256" "15737616" 91
"17307" "GeoInformatica" "13846175" "15737624" 90
"17308" "Genetic Programming and Evolvable Machines" "13892576" "15737632" 70
"17309" "Information Retrieval" "13864564" "15737659" 87
"17310" "Information Technology and Management" "1385951X" "15737667" 80
"17311" "Journal of Intelligent Information Systems" "09259902" "15737675" 57
"17312" "Journal of Mathematical Imaging and Vision" "09249907" "15737683" 94
"17313" "Journal of Scientific Computing" "08857474" "15737691" 86
"17314" "Journal of Network and Systems Management" "10647570" "15737705" 80
"17315" "Neural Processing Letters" "13704621" "1573773X" 78
"17316" "International Journal of Historical Archaeology" "10927697" "15737748" 92
"17317" "Journal of Archaeological Research" "10590161" "15737756" 99
"17318" "Journal of Housing and the Built Environment" "15664910" "15737772" 80
"17319" "Journal of Quantitative Criminology" "07484518" "15737799" 99
"17320" "Journal of World Prehistory" "08927537" "15737802" 99
"17321" "Population Research and Policy Review" "01675923" "15737829" 78
"17322" "Qualitative Sociology" "01620436" "15737837" 74
"17323" "Quality and Quantity" "00335177" "15737845" 81
"17324" "Theory and Society" "03042421" "15737853" 98
"17325" "Sociological Forum" "08848971" "15737861" 78
"17326" "Voluntas" "09578765" "15737888" 78
"17327" "Astrophysics" "05717256" "15738191" 19
"17328" "Atomic Energy" "10634258" "15738205" 33
"17329" "Bulletin of Experimental Biology and Medicine" "00074888" "15738221" 25
"17330" "BioControl" "13866141" "15738248" 88
"17331" "Bio-Medical Engineering" "00063398" "15738256" 24
"17332" "Biologia Plantarum" "00063134" "15738264" 76
"17333" "Chemistry and Technology of Fuels and Oils" "00093092" "15738310" 24
"17334" "Cybernetics and Systems Analysis" "10600396" "15738337" 32
"17335" "Combustion, Explosion and Shock Waves" "00105082" "15738345" 49
"17336" "Chemistry of Heterocyclic Compounds" "00093122" "15738353" 33
"17337" "Chemistry of Natural Compounds" "00093130" "15738388" 28
